from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
124,124,,,246071024607201+1157569+0,246071024607201+1157702+0,1,
124,124,,,246072524607272+1157569+0,246072524607272+1157702+0,1,
124,124,,,246071024607203+1157584+0,246071024607203+1157710+0,1,
124,124,,,246072524607272+1157584+0,246072524607272+1157710+0,1,
124,124,,,246073124607623+1157584+0,246073124607623+1157710+0,1,
124,124,,,246071424607635+1157655+0,246071024607215+1157743+0,1,
124,124,,,246072524607272+1157660+0,246072524607282+1157744+0,1,
124,124,,,246071024607201+1157666+0,246071024607211+1157747+0,1,
124,124,,,246071024607202+1157672+0,246071024607203+1157749+0,1,
124,124,,,246073124607622+1157672+0,246073124607623+1157749+0,1,
124,124,,,246073124607624+1157672+0,246071424607635+1157750+0,1,
124,124,,,246071024607201+1157340+1,246071024607201+1157694+0,1,
124,124,,,246072524607272+1157340+1,246072524607272+1157694+0,1,
124,124,,,246072524607273+1157340+1,246072524607273+1157694+0,1,
124,124,,,246073124607621+1157340+1,246073124607621+1157694+0,1,
124,124,,,246072524607273+1157348+0,246072524607273+1157696+0,1,
124,124,,,246072524607274+1157348+0,246072524607274+1157696+0,1,
124,124,,,246073124607621+1157348+0,246073124607621+1157696+0,1,
124,124,,,246073124607622+1157348+0,246073124607622+1157696+0,1,
124,124,,,246073224607624+1157679+0,246073124607624+1157754+0,1,
124,124,,,246071024607203+1157360+0,246071024607203+1157700+0,1,
124,124,,,246072524607274+1157360+0,246072524607274+1157700+0,1,
124,124,,,246073124607624+1157360+0,246073124607624+1157700+0,1,
124,124,,,246072524607273+1157380+0,246072524607273+1157710+0,1,
124,124,,,246071524607226+1162986+0,246071624607226+1159295+0,1,
124,124,,,246073624607366+1162986+0,246073024607646+1159295+0,1,
124,124,,,246071524607226+1163013+0,246071524607156+1159304+0,1,
124,124,,,246072324607237+1163015+0,246072324607297+1159304+0,1,
124,124,,,246072924607296+1163035+0,246072924607296+1159312+0,1,
124,124,,,246073024607307+1163036+0,246073024607647+1159312+0,1,
124,124,,,246073724607377+1163037+0,246073024607647+1159312+0,1,
124,124,,,246071524607226+1163062+0,246071524607156+1159269+0,1,
124,124,,,246071524607226+1163134+0,246071524607156+1159295+0,1,
124,124,,,246071524607226+1163134+0,246071624607226+1159295+0,1,
124,124,,,246072424607241+1163137+0,246072324607291+1159295+0,1,
124,124,,,246075124607587+1163140+0,246073024607647+1159295+0,1,
124,124,,,246071524607226+1163152+0,246071524607156+1159304+0,1,
124,124,,,246072424607241+1163155+0,246072324607291+1159304+0,1,
124,124,,,246072924607296+1163156+0,246072324607296+1159304+0,1,
124,124,,,246071524607366+1162424+0,246071624607226+1159292+0,1,
124,124,,,246073024607307+1162428+0,246073024607647+1159292+0,1,
124,124,,,246072324607237+1162469+0,246072324607297+1159301+0,1,
124,124,,,246071524607646+1162527+0,246071524607156+1159307+0,1,
124,124,,,246073024607307+1162531+0,246073024607647+1159307+0,1,
124,124,,,246072424607241+1162586+0,246072324607241+1159319+0,1,
124,124,,,246073724607377+1162588+0,246073024607647+1159318+0,1,
124,124,,,246074424607447+1162590+0,246073024607647+1159318+0,1,
124,124,,,246075024607646+1162591+0,246073024607646+1159318+0,1,
124,124,,,246071524607366+1162600+0,246071524607156+1159326+0,1,
124,124,,,246073024607307+1162604+0,246073024607647+1159326+0,1,
124,124,,,246074424607447+1162607+0,246073024607647+1159326+0,1,
124,124,,,246071524607366+1162196+0,246071524607156+1159301+0,1,
124,124,,,246072324607237+1162198+0,246072324607297+1159301+0,1,
124,124,,,246075124607587+1162201+0,246073024607647+1159301+0,1,
124,124,,,246074324607436+1162202+0,246073024607646+1159301+0,1,
124,124,,,246074324607436+1162245+0,246073024607646+1159318+0,1,
124,124,,,246071524607366+1162389+0,246072324607296+1159288+0,1,
124,124,,,246074324607436+1162395+0,246073024607646+1159288+0,1,
124,124,,,246072424607241+1158820+0,246072324607241+1159308+0,1,
124,124,,,246071524607646+1158956+0,246072324607296+1159257+0,1,
124,124,,,246071624607237+1158957+0,246071624607227+1159257+0,1,
124,124,,,246071524607646+1158964+0,246071524607156+1159260+0,1,
124,124,,,246071624607587+1163606+0,246071624607167+1159352+0,1,
124,124,,,246073024607587+1159020+0,246073024607647+1159278+0,1,
124,124,,,246071024607131+1161199+1,246071024607211+1157743+0,1,
124,124,,,246071024607132+1161199+1,246071024607212+1157743+0,1,
124,124,,,246071024607134+1161199+1,246071024607214+1157743+0,1,
124,124,,,246071424607635+1161200+1,246073124607635+1157743+0,1,
124,124,,,246071724607201+1161201+1,246071024607211+1157743+0,1,
124,124,,,246072524607272+1161201+1,246072524607282+1157743+0,1,
124,124,,,246072524607274+1161201+1,246072524607284+1157743+0,1,
124,124,,,246072324607237+1158631+0,246072324607297+1159260+0,1,
124,124,,,246071524607646+1158683+0,246071524607156+1159278+0,1,
124,124,,,246071524607646+1158683+0,246072324607296+1159278+0,1,
124,124,,,246072324607237+1158685+0,246072324607297+1159278+0,1,
124,124,,,246071024607203+1157450+0,246071024607213+1157744+0,1,
124,124,,,246071024607204+1157450+0,246071024607214+1157744+0,1,
124,124,,,246071024607201+1157458+0,246071024607211+1157747+0,1,
124,124,,,246073124607624+1157466+0,246071424607635+1157750+0,1,
124,124,,,246071024607201+1157472+0,246071024607202+1157754+0,1,
124,124,,,246072524607273+1157549+0,246072524607273+1157694+0,1,
124,124,,,246073124607622+1157549+0,246073124607622+1157694+0,1,
124,124,,,246073124607622+1157563+0,246073124607622+1157700+0,1,
124,124,,,246073124607624+1157563+0,246073124607624+1157700+0,1,
124,124,,,246071024607204+1157569+0,246071024607204+1157702+0,1,
124,124,,,246072524607274+1157569+0,246072524607274+1157702+0,1,
124,124,,,246073124607621+1157569+0,246073124607621+1157702+0,1,
124,124,,,246071024607203+1157577+0,246071024607203+1157706+0,1,
124,124,,,246073124607624+1157577+0,246073124607624+1157706+0,1,
124,124,,,246073124607621+1157584+0,246073124607621+1157710+0,1,
124,124,,,246071424607635+1157655+0,246072524607285+1157743+0,1,
124,124,,,246071024607202+1157660+0,246071024607212+1157744+0,1,
124,124,,,246071024607203+1157666+0,246071024607213+1157747+0,1,
124,124,,,246073124607622+1157666+0,246073124607632+1157747+0,1,
124,124,,,246071424607635+1157667+0,246073124607635+1157747+0,1,
124,124,,,246073124607621+1157672+0,246073124607622+1157749+0,1,
124,124,,,246073124607623+1157340+1,246073124607623+1157694+0,1,
124,124,,,246073124607623+1157348+0,246073124607623+1157696+0,1,
124,124,,,246071024607201+1157360+0,246071024607201+1157700+0,1,
124,124,,,246071024607203+1157366+0,246071024607203+1157702+0,1,
124,124,,,246072524607272+1157366+0,246072524607272+1157702+0,1,
124,124,,,246073124607623+1157366+0,246073124607623+1157702+0,1,
124,124,,,246071024607203+1157374+0,246071024607203+1157706+0,1,
124,124,,,246072524607274+1157374+0,246072524607274+1157706+0,1,
124,124,,,246071024607202+1157380+0,246071024607202+1157710+0,1,
124,124,,,246071024607203+1157380+0,246071024607203+1157710+0,1,
124,124,,,246072524607272+1157410+1,246072524607272+1157731+1,1,
124,124,,,246075124607587+1163186+0,246073024607647+1159312+0,1,
124,124,,,246071524607226+1162950+0,246071524607156+1159282+0,1,
124,124,,,246071524607226+1162950+0,246071624607226+1159282+0,1,
124,124,,,246072924607296+1162990+0,246072324607296+1159295+0,1,
124,124,,,246073724607377+1162992+0,246073024607647+1159295+0,1,
124,124,,,246071524607226+1163031+0,246071624607226+1159312+0,1,
124,124,,,246072324607237+1163033+0,246072324607247+1159313+0,1,
124,124,,,246072424607241+1163034+0,246072324607241+1159313+0,1,
124,124,,,246071524607226+1163062+0,246071624607226+1159269+0,1,
124,124,,,246074324607436+1163141+0,246073024607646+1159295+0,1,
124,124,,,246071524607226+1163152+0,246071624607226+1159304+0,1,
124,124,,,246073624607366+1163158+0,246073024607646+1159304+0,1,
124,124,,,246075024607646+1163180+0,246073024607646+1159312+0,1,
124,124,,,246075024607646+1162474+0,246073024607646+1159301+0,1,
124,124,,,246071524607366+1162112+0,246071624607226+1159288+0,1,
124,124,,,246074324607436+1162118+0,246073024607646+1159288+0,1,
124,124,,,246075024607646+1162145+0,246073024607646+1159292+0,1,
124,124,,,246073024607307+1162200+0,246073024607647+1159301+0,1,
124,124,,,246074424607447+1162203+0,246073024607647+1159301+0,1,
124,124,,,246073724607377+1162244+0,246073024607647+1159318+0,1,
124,124,,,246075024607646+1162247+0,246073024607646+1159318+0,1,
124,124,,,246072324607237+1162259+0,246072324607247+1159327+0,1,
124,124,,,246072324607237+1162391+0,246072324607297+1159288+0,1,
124,124,,,246071524607646+1161629+0,246071524607156+1159273+0,1,
124,124,,,246071524607646+1158973+0,246071624607226+1159265+0,1,
124,124,,,246073024607587+1159002+0,246073024607647+1159273+0,1,
124,124,,,246071524607646+1159016+0,246073024607646+1159278+0,1,
124,124,,,246071624607167+1159036+0,246071624607227+1159282+0,1,
124,124,,,246071624607167+1159204+0,246071624607227+1159332+0,1,
124,124,,,246071524607646+1158629+0,246071624607226+1159260+0,1,
124,124,,,246073024607587+1158633+0,246073024607647+1159260+0,1,
124,124,,,246073024607587+1158647+0,246073024607647+1159265+0,1,
124,124,,,246071524607646+1158656+0,246071524607156+1159269+0,1,
124,124,,,246071624607237+1158657+0,246071624607227+1159269+0,1,
124,124,,,246071624607237+1158657+0,246072324607297+1159269+0,1,
124,124,,,246072424607241+1158658+0,246072324607291+1159269+0,1,
124,124,,,246071524607646+1158683+0,246071624607226+1159278+0,1,
124,124,,,246073124607622+1157450+0,246073124607632+1157744+0,1,
124,124,,,246073124607624+1157450+0,246073124607634+1157744+0,1,
124,124,,,246071424607635+1157451+0,246072524607285+1157744+0,1,
124,124,,,246071424607635+1157459+0,246071024607215+1157747+0,1,
124,124,,,246072524607272+1157466+0,246072624607273+1157749+0,1,
124,124,,,246071024607203+1157472+0,246071024607204+1157754+0,1,
124,124,,,246071024607204+1157472+0,246071424607635+1157755+0,1,
124,124,,,246073124607621+1157472+0,246073124607622+1157754+0,1,
124,124,,,246072524607274+1157549+0,246072524607274+1157694+0,1,
124,124,,,246073124607624+1157549+0,246073124607624+1157694+0,1,
124,124,,,246073124607624+1157553+0,246073124607624+1157696+0,1,
124,124,,,246073124607621+1157563+0,246073124607621+1157700+0,1,
124,124,,,246072524607273+1157569+0,246072524607273+1157702+0,1,
124,124,,,246072524607272+1157577+0,246072524607272+1157706+0,1,
124,124,,,246073124607622+1157584+0,246073124607622+1157710+0,1,
124,124,,,246073124607623+1157654+0,246073124607633+1157743+0,1,
124,124,,,246073124607622+1157660+0,246073124607632+1157744+0,1,
124,124,,,246073124607623+1157660+0,246073124607633+1157744+0,1,
124,124,,,246071424607635+1157661+0,246071024607215+1157744+0,1,
124,124,,,246072524607274+1157666+0,246072524607284+1157747+0,1,
124,124,,,246071424607635+1157667+0,246071024607215+1157747+0,1,
124,124,,,246072524607272+1157672+0,246072624607273+1157749+0,1,
124,124,,,246072524607273+1157672+0,246072624607274+1157749+0,1,
124,124,,,246071024607202+1157340+1,246071024607202+1157694+0,1,
124,124,,,246071024607201+1157348+0,246071024607201+1157696+0,1,
124,124,,,246071024607202+1157348+0,246071024607202+1157696+0,1,
124,124,,,246071024607171+1157678+0,246071024607201+1157754+0,1,
124,124,,,246071424607635+1157680+0,246071424607635+1157755+0,1,
124,124,,,246071424607635+1157349+0,246071424607635+1157697+0,1,
124,124,,,246071024607202+1157360+0,246071024607202+1157700+0,1,
124,124,,,246072524607273+1157360+0,246072524607273+1157700+0,1,
124,124,,,246073124607621+1157360+0,246073124607621+1157700+0,1,
124,124,,,246071424607635+1157361+0,246071424607635+1157701+0,1,
124,124,,,246073124607624+1157380+0,246073124607624+1157710+0,1,
124,124,,,246071424607635+1157381+0,246071424607635+1157711+0,1,
124,124,,,246071024607202+1157410+1,246071024607202+1157731+1,1,
124,124,,,246073124607623+1157410+1,246073124607623+1157731+1,1,
124,124,,,246074424607447+1163188+0,246073024607647+1159312+0,1,
124,124,,,246071624607167+1162951+0,246071624607227+1159282+0,1,
124,124,,,246075024607646+1162986+0,246073024607646+1159295+0,1,
124,124,,,246071624607167+1162987+0,246071624607227+1159295+0,1,
124,124,,,246072424607241+1162989+0,246072324607291+1159295+0,1,
124,124,,,246075024607646+1163013+0,246073024607646+1159304+0,1,
124,124,,,246071624607167+1163014+0,246071624607227+1159304+0,1,
124,124,,,246072924607296+1163017+0,246072324607296+1159304+0,1,
124,124,,,246075124607587+1163019+0,246073024607647+1159304+0,1,
124,124,,,246071624607167+1163032+0,246071624607227+1159312+0,1,
124,124,,,246073624607366+1163062+0,246073024607646+1159269+0,1,
124,124,,,246071624607167+1163063+0,246071624607227+1159269+0,1,
124,124,,,246072324607237+1163136+0,246072324607297+1159295+0,1,
124,124,,,246073724607377+1163140+0,246073024607647+1159295+0,1,
124,124,,,246072324607237+1163154+0,246072324607297+1159304+0,1,
124,124,,,246073024607307+1163157+0,246073024607647+1159304+0,1,
124,124,,,246073624607366+1163180+0,246073024607646+1159312+0,1,
124,124,,,246071524607366+1162424+0,246071524607156+1159292+0,1,
124,124,,,246074324607436+1162429+0,246073024607646+1159292+0,1,
124,124,,,246074424607447+1162430+0,246073024607647+1159292+0,1,
124,124,,,246072424607241+1162470+0,246072324607291+1159301+0,1,
124,124,,,246071524607646+1162527+0,246073024607646+1159307+0,1,
124,124,,,246074424607447+1162532+0,246073024607647+1159307+0,1,
124,124,,,246071524607366+1162583+0,246071624607226+1159318+0,1,
124,124,,,246071524607366+1162583+0,246072924607296+1159318+0,1,
124,124,,,246071624607167+1162584+0,246071624607227+1159318+0,1,
124,124,,,246071624607167+1162601+0,246071624607227+1159326+0,1,
124,124,,,246073724607377+1162605+0,246073024607647+1159326+0,1,
124,124,,,246075124607587+1162605+0,246073024607647+1159326+0,1,
124,124,,,246071524607366+1162112+0,246072324607296+1159288+0,1,
124,124,,,246073724607377+1162117+0,246073024607647+1159288+0,1,
124,124,,,246074324607436+1162143+0,246073024607646+1159292+0,1,
124,124,,,246071524607366+1162239+0,246071524607156+1159318+0,1,
124,124,,,246072424607241+1162242+0,246072324607241+1159319+0,1,
124,124,,,246071624607167+1162258+0,246071624607227+1159326+0,1,
124,124,,,246072424607241+1162260+0,246072324607241+1159327+0,1,
124,124,,,246073024607307+1162261+0,246073024607647+1159326+0,1,
124,124,,,246073724607377+1162262+0,246073024607647+1159326+0,1,
124,124,,,246074424607447+1162264+0,246073024607647+1159326+0,1,
124,124,,,246072424607241+1162285+0,246072524607252+1157756+0,1,
124,124,,,246071624607167+1162390+0,246071624607227+1159288+0,1,
124,124,,,246073024607307+1162393+0,246073024607647+1159288+0,1,
124,124,,,246073724607377+1162394+0,246073024607647+1159288+0,1,
124,124,,,246071524607646+1161653+0,246072924607296+1159332+0,1,
124,124,,,246071524607646+1161653+0,246073024607646+1159332+0,1,
124,124,,,246073024607587+1161657+0,246073024607647+1159332+0,1,
124,124,,,246071524607646+1158817+0,246073024607646+1159307+0,1,
124,124,,,246071624607167+1158818+0,246071624607227+1159307+0,1,
124,124,,,246072324607237+1158975+0,246072324607297+1159265+0,1,
124,124,,,246071524607646+1158998+0,246071624607226+1159273+0,1,
124,124,,,246071524607646+1158998+0,246072324607296+1159273+0,1,
124,124,,,246071624607167+1159017+0,246071624607227+1159278+0,1,
124,124,,,246071524607646+1159035+0,246073024607646+1159282+0,1,
124,124,,,246071724607203+1161201+1,246071024607213+1157743+0,1,
124,124,,,246071724607204+1161201+1,246071024607214+1157743+0,1,
124,124,,,246073124607622+1161201+1,246073124607632+1157743+0,1,
124,124,,,246073124607624+1161201+1,246073124607634+1157743+0,1,
124,124,,,246073024607587+1159204+0,246073024607647+1159332+0,1,
124,124,,,246071624607167+1158630+0,246071624607227+1159260+0,1,
124,124,,,246071524607646+1158643+0,246071524607156+1159265+0,1,
124,124,,,246071524607646+1158643+0,246071624607226+1159265+0,1,
124,124,,,246072524607274+1157450+0,246072524607284+1157744+0,1,
124,124,,,246073124607621+1157450+0,246073124607631+1157744+0,1,
124,124,,,246072524607274+1157458+0,246072524607284+1157747+0,1,
124,124,,,246071424607635+1157459+0,246072524607285+1157747+0,1,
124,124,,,246072524607274+1157472+0,246071424607635+1157755+0,1,
124,124,,,246071024607203+1157549+0,246071024607203+1157694+0,1,
124,124,,,246071024607204+1157549+0,246071024607204+1157694+0,1,
124,124,,,246073124607621+1157553+0,246073124607621+1157696+0,1,
124,124,,,246071024607201+1157563+0,246071024607201+1157700+0,1,
124,124,,,246071024607202+1157563+0,246071024607202+1157700+0,1,
124,124,,,246071424607635+1157564+0,246071424607635+1157701+0,1,
124,124,,,246071024607202+1157569+0,246071024607202+1157702+0,1,
124,124,,,246073124607622+1157569+0,246073124607622+1157702+0,1,
124,124,,,246071424607635+1157570+0,246071424607635+1157703+0,1,
124,124,,,246072524607272+1157654+0,246072524607282+1157743+0,1,
124,124,,,246071424607635+1157655+0,246073124607635+1157743+0,1,
124,124,,,246072524607273+1157660+0,246072524607283+1157744+0,1,
124,124,,,246073124607621+1157660+0,246073124607631+1157744+0,1,
124,124,,,246071024607204+1157666+0,246071024607214+1157747+0,1,
124,124,,,246073124607621+1157666+0,246073124607631+1157747+0,1,
124,124,,,246071424607635+1157667+0,246072524607285+1157747+0,1,
124,124,,,246071424607635+1157673+0,246071524607646+1159340+0,1,
124,124,,,246071424607635+1157341+1,246071424607635+1157695+0,1,
124,124,,,246072624607274+1157679+0,246072624607274+1157754+0,1,
124,124,,,246073224607622+1157679+0,246073124607622+1157754+0,1,
124,124,,,246071024607204+1157360+0,246071024607204+1157700+0,1,
124,124,,,246073124607623+1157360+0,246073124607623+1157700+0,1,
124,124,,,246073124607624+1157366+0,246073124607624+1157702+0,1,
124,124,,,246071424607635+1157367+0,246071424607635+1157703+0,1,
124,124,,,246073124607621+1157374+0,246073124607621+1157706+0,1,
124,124,,,246071024607201+1157380+0,246071024607201+1157710+0,1,
124,124,,,246073124607621+1157380+0,246073124607621+1157710+0,1,
124,124,,,246073124607623+1157380+0,246073124607623+1157710+0,1,
124,124,,,246071024607203+1157410+1,246071024607203+1157731+1,1,
124,124,,,246071024607204+1157410+1,246071024607204+1157731+1,1,
124,124,,,246072524607274+1157410+1,246072524607274+1157731+1,1,
124,124,,,246073124607621+1157410+1,246073124607621+1157731+1,1,
124,124,,,246074324607436+1163187+0,246073024607646+1159312+0,1,
124,124,,,246073624607366+1162950+0,246073024607646+1159282+0,1,
124,124,,,246072324607237+1162952+0,246072324607297+1159282+0,1,
124,124,,,246072924607296+1162954+0,246072324607296+1159282+0,1,
124,124,,,246074324607436+1162957+0,246073024607646+1159282+0,1,
124,124,,,246072324607237+1162988+0,246072324607297+1159295+0,1,
124,124,,,246073024607307+1162991+0,246073024607647+1159295+0,1,
124,124,,,246074424607447+1162994+0,246073024607647+1159295+0,1,
124,124,,,246074424607447+1163021+0,246073024607647+1159304+0,1,
124,124,,,246074424607447+1163039+0,246073024607647+1159312+0,1,
124,124,,,246072324607237+1163064+0,246072324607297+1159269+0,1,
124,124,,,246072424607241+1163065+0,246072324607291+1159269+0,1,
124,124,,,246072924607296+1163138+0,246072324607296+1159295+0,1,
124,124,,,246071524607226+1163180+0,246071624607226+1159312+0,1,
124,124,,,246071624607167+1163181+0,246071624607227+1159312+0,1,
124,124,,,246073724607377+1162468+0,246073024607647+1159301+0,1,
124,124,,,246075124607587+1162468+0,246073024607647+1159301+0,1,
124,124,,,246071524607366+1162583+0,246071524607156+1159318+0,1,
124,124,,,246072324607237+1162585+0,246072324607247+1159319+0,1,
124,124,,,246071524607366+1162112+0,246071524607156+1159288+0,1,
124,124,,,246071624607167+1162113+0,246071624607227+1159288+0,1,
124,124,,,246074424607447+1162119+0,246073024607647+1159288+0,1,
124,124,,,246071624607167+1162138+0,246071624607227+1159292+0,1,
124,124,,,246073024607307+1162141+0,246073024607647+1159292+0,1,
124,124,,,246071524607366+1162196+0,246071624607226+1159301+0,1,
124,124,,,246071524607366+1162196+0,246073024607646+1159301+0,1,
124,124,,,246074424607447+1162246+0,246073024607647+1159318+0,1,
124,124,,,246072424607241+1161358+0,246072524607252+1157751+0,1,
124,124,,,246071524607646+1161653+0,246071524607156+1159332+0,1,
124,124,,,246071524607646+1158817+0,246071624607226+1159307+0,1,
124,124,,,246072324607587+1158819+0,246072324607247+1159308+0,1,
124,124,,,246072324607587+1158819+0,246073024607647+1159307+0,1,
124,124,,,246071524607646+1158956+0,246071524607156+1159257+0,1,
124,124,,,246071624607237+1158957+0,246072324607297+1159257+0,1,
124,124,,,246071524607646+1158964+0,246073024607646+1159260+0,1,
124,124,,,246071624607587+1158965+0,246072324607297+1159260+0,1,
124,124,,,246071624607167+1158974+0,246071624607227+1159265+0,1,
124,124,,,246072424607241+1158976+0,246072324607291+1159265+0,1,
124,124,,,246071624607587+1163606+0,246072324607247+1159353+0,1,
124,124,,,246072424607241+1163607+0,246072324607241+1159353+0,1,
124,124,,,246072324607237+1159000+0,246072324607297+1159273+0,1,
124,124,,,246071524607646+1159016+0,246071624607226+1159278+0,1,
124,124,,,246072324607237+1159018+0,246072324607297+1159278+0,1,
124,124,,,246072424607241+1159019+0,246072324607291+1159278+0,1,
124,124,,,246072424607241+1159038+0,246072324607291+1159282+0,1,
124,124,,,246071424607635+1161200+1,246072524607285+1157743+0,1,
124,124,,,246072524607273+1161201+1,246072524607283+1157743+0,1,
124,124,,,246071524607646+1159203+0,246073024607646+1159332+0,1,
124,124,,,246071524607646+1158629+0,246072324607296+1159260+0,1,
124,124,,,246072424607241+1158632+0,246072324607291+1159260+0,1,
124,124,,,246073024607587+1158659+0,246073024607647+1159269+0,1,
124,124,,,246071024607202+1157450+0,246071024607212+1157744+0,1,
124,124,,,246072524607272+1157458+0,246072524607282+1157747+0,1,
124,124,,,246073124607623+1157458+0,246073124607633+1157747+0,1,
124,124,,,246071424607635+1157459+0,246073124607635+1157747+0,1,
124,124,,,246072524607274+1157466+0,246071424607635+1157750+0,1,
124,124,,,246072524607272+1157472+0,246072624607273+1157754+0,1,
124,124,,,246073124607624+1157472+0,246071424607635+1157755+0,1,
124,124,,,246073124607621+1157549+0,246073124607621+1157694+0,1,
124,124,,,246071424607635+1157554+0,246071424607635+1157697+0,1,
124,124,,,246072524607274+1157563+0,246072524607274+1157700+0,1,
124,124,,,246072524607274+1157577+0,246072524607274+1157706+0,1,
124,124,,,246073124607621+1157577+0,246073124607621+1157706+0,1,
124,124,,,246071024607202+1157584+0,246071024607202+1157710+0,1,
124,124,,,246072524607273+1157584+0,246072524607273+1157710+0,1,
124,124,,,246072524607274+1157584+0,246072524607274+1157710+0,1,
124,124,,,246073124607622+1157654+0,246073124607632+1157743+0,1,
124,124,,,246073124607624+1157654+0,246073124607634+1157743+0,1,
124,124,,,246072524607274+1157660+0,246072524607284+1157744+0,1,
124,124,,,246072524607272+1157666+0,246072524607282+1157747+0,1,
124,124,,,246073124607623+1157666+0,246073124607633+1157747+0,1,
124,124,,,246072524607274+1157672+0,246071424607635+1157750+0,1,
124,124,,,246071024607203+1157340+1,246071024607203+1157694+0,1,
124,124,,,246071024607204+1157340+1,246071024607204+1157694+0,1,
124,124,,,246073124607622+1157340+1,246073124607622+1157694+0,1,
124,124,,,246073224607623+1157679+0,246073124607623+1157754+0,1,
124,124,,,246073124607622+1157360+0,246073124607622+1157700+0,1,
124,124,,,246071024607204+1157366+0,246071024607204+1157702+0,1,
124,124,,,246072524607273+1157366+0,246072524607273+1157702+0,1,
124,124,,,246071024607201+1157374+0,246071024607201+1157706+0,1,
124,124,,,246073124607623+1157374+0,246073124607623+1157706+0,1,
124,124,,,246072524607274+1157380+0,246072524607274+1157710+0,1,
124,124,,,246073124607622+1157380+0,246073124607622+1157710+0,1,
124,124,,,246073124607624+1157410+1,246073124607624+1157731+1,1,
124,124,,,246071424607635+1157411+1,246071424607635+1157732+1,1,
124,124,,,246072424607241+1163226+0,246072524607252+1157751+0,1,
124,124,,,246075024607646+1162950+0,246073024607646+1159282+0,1,
124,124,,,246073724607377+1162956+0,246073024607647+1159282+0,1,
124,124,,,246071524607226+1163013+0,246071624607226+1159304+0,1,
124,124,,,246073624607366+1163013+0,246073024607646+1159304+0,1,
124,124,,,246074324607436+1163020+0,246073024607646+1159304+0,1,
124,124,,,246073624607366+1163031+0,246073024607646+1159312+0,1,
124,124,,,246074324607436+1163038+0,246073024607646+1159312+0,1,
124,124,,,246073624607366+1163134+0,246073024607646+1159295+0,1,
124,124,,,246071524607226+1163180+0,246071524607156+1159312+0,1,
124,124,,,246071524607366+1162424+0,246073024607646+1159292+0,1,
124,124,,,246073724607377+1162425+0,246073024607647+1159292+0,1,
124,124,,,246072424607241+1162427+0,246072324607291+1159292+0,1,
124,124,,,246075024607646+1162431+0,246073024607646+1159292+0,1,
124,124,,,246071524607366+1162467+0,246071624607226+1159301+0,1,
124,124,,,246071524607366+1162467+0,246072324607296+1159301+0,1,
124,124,,,246071524607646+1162527+0,246071624607226+1159307+0,1,
124,124,,,246071524607646+1162527+0,246072924607296+1159307+0,1,
124,124,,,246073724607377+1162528+0,246073024607647+1159307+0,1,
124,124,,,246072324607237+1162602+0,246072324607247+1159327+0,1,
124,124,,,246071524607366+1162112+0,246073024607646+1159288+0,1,
124,124,,,246075124607587+1162117+0,246073024607647+1159288+0,1,
124,124,,,246072424607241+1162140+0,246072324607291+1159292+0,1,
124,124,,,246075124607587+1162142+0,246073024607647+1159292+0,1,
124,124,,,246071524607366+1162239+0,246073024607646+1159318+0,1,
124,124,,,246074324607436+1162263+0,246073024607646+1159326+0,1,
124,124,,,246075024607646+1162397+0,246073024607646+1159288+0,1,
124,124,,,246072324607237+1161631+0,246072324607297+1159273+0,1,
124,124,,,246071624607167+1161654+0,246071624607227+1159332+0,1,
124,124,,,246072324607237+1161655+0,246072324607247+1159333+0,1,
124,124,,,246072424607241+1161656+0,246072324607241+1159333+0,1,
124,124,,,246071524607646+1158817+0,246072924607296+1159307+0,1,
124,124,,,246072424607241+1158958+0,246072324607291+1159257+0,1,
124,124,,,246071524607646+1158964+0,246071624607226+1159260+0,1,
124,124,,,246071524607646+1158964+0,246072324607296+1159260+0,1,
124,124,,,246071524607646+1158973+0,246071524607156+1159265+0,1,
124,124,,,246071524607646+1158973+0,246073024607646+1159265+0,1,
124,124,,,246073024607587+1158977+0,246073024607647+1159265+0,1,
124,124,,,246073624607646+1163608+0,246071524607646+1159351+0,1,
124,124,,,246071524607646+1158998+0,246073024607646+1159273+0,1,
124,124,,,246071624607167+1158999+0,246071624607227+1159273+0,1,
124,124,,,246071424607635+1161200+1,246071024607215+1157743+0,1,
124,124,,,246071724607202+1161201+1,246071024607212+1157743+0,1,
124,124,,,246073124607621+1161201+1,246073124607631+1157743+0,1,
124,124,,,246071524607646+1159203+0,246072924607296+1159332+0,1,
124,124,,,246072324607237+1159205+0,246072324607247+1159333+0,1,
124,124,,,246071624607167+1158684+0,246071624607227+1159278+0,1,
124,124,,,246073024607587+1158687+0,246073024607647+1159278+0,1,
124,124,,,246072524607272+1157450+0,246072524607282+1157744+0,1,
124,124,,,246072524607273+1157450+0,246072524607283+1157744+0,1,
124,124,,,246071424607635+1157451+0,246071024607215+1157744+0,1,
124,124,,,246071024607202+1157458+0,246071024607212+1157747+0,1,
124,124,,,246071024607204+1157458+0,246071024607214+1157747+0,1,
124,124,,,246073124607622+1157472+0,246073124607623+1157754+0,1,
124,124,,,246071024607201+1157549+0,246071024607201+1157694+0,1,
124,124,,,246071024607202+1157549+0,246071024607202+1157694+0,1,
124,124,,,246072524607272+1157553+0,246072524607272+1157696+0,1,
124,124,,,246072524607274+1157553+0,246072524607274+1157696+0,1,
