from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
94,94,,,246071624607587+1160803+0,246073024607587+1161613+0,1,
94,94,,,246072524607273+1160804+0,246072524607273+1159434+0,1,
94,94,,,246072524607272+1160324+1,246072524607272+1158767+1,1,
94,94,,,246072524607273+1160380+0,246072524607273+1158923+0,1,
94,94,,,246073124607623+1160380+0,246073124607623+1158923+0,1,
94,94,,,246071024607201+1160384+0,246071024607201+1158942+0,1,
94,94,,,246072524607273+1160384+0,246072524607273+1158942+0,1,
94,94,,,246071024607203+1160503+0,246071024607203+1159180+0,1,
94,94,,,246072524607272+1160503+0,246072524607272+1159180+0,1,
94,94,,,246071424607635+1160504+0,246071424607635+1159181+0,1,
94,94,,,246071024607204+1160645+0,246071024607204+1159245+0,1,
94,94,,,246073124607622+1160645+0,246073124607622+1159245+0,1,
94,94,,,246071024607201+1160753+0,246071024607201+1159274+0,1,
94,94,,,246072524607274+1160753+0,246072524607274+1159274+0,1,
94,94,,,246073124607623+1160753+0,246073124607623+1159274+0,1,
94,94,,,246071024607201+1160762+0,246071024607201+1159393+0,1,
94,94,,,246071024607203+1160762+0,246071024607203+1159393+0,1,
94,94,,,246073124607622+1160762+0,246073124607622+1159393+0,1,
94,94,,,246073124607623+1160762+0,246073124607623+1159393+0,1,
94,94,,,246071524607226+1160766+0,246071524607646+1160572+0,1,
94,94,,,246072424607296+1160771+0,246071524607646+1160588+0,1,
94,94,,,246073624607646+1160771+0,246071524607646+1160588+0,1,
94,94,,,246071624607587+1160772+0,246071624607587+1160589+0,1,
94,94,,,246071024607201+1160773+0,246071024607201+1159402+0,1,
94,94,,,246072524607272+1160773+0,246072524607272+1159402+0,1,
94,94,,,246072424607291+1160781+0,246072424607241+1161589+0,1,
94,94,,,246071524607226+1160785+0,246071524607646+1160647+0,1,
94,94,,,246072424607296+1160791+0,246071524607646+1160667+0,1,
94,94,,,246072424607291+1160800+0,246072424607241+1161820+0,1,
94,94,,,246072424607296+1160800+0,246071524607646+1161817+0,1,
94,94,,,246071624607587+1160801+0,246072324607237+1161819+0,1,
94,94,,,246072424607296+1160802+0,246071524607646+1161609+0,1,
94,94,,,246071024607203+1160804+0,246071024607203+1159434+0,1,
94,94,,,246071024607204+1160804+0,246071024607204+1159434+0,1,
94,94,,,246071024607204+1160324+1,246071024607204+1158767+1,1,
94,94,,,246071024607202+1160380+0,246071024607202+1158923+0,1,
94,94,,,246071024607203+1160380+0,246071024607203+1158923+0,1,
94,94,,,246071024607204+1160380+0,246071024607204+1158923+0,1,
94,94,,,246072524607274+1160384+0,246072524607274+1158942+0,1,
94,94,,,246072524607274+1158242+1,246072524607274+1158218+1,1,
94,94,,,246073124607622+1158242+1,246073124607622+1158218+1,1,
94,94,,,246071024607203+1160645+0,246071024607203+1159245+0,1,
94,94,,,246071024607202+1160753+0,246071024607202+1159274+0,1,
94,94,,,246071024607203+1160753+0,246071024607203+1159274+0,1,
94,94,,,246072524607273+1160753+0,246072524607273+1159274+0,1,
94,94,,,246073124607621+1160753+0,246073124607621+1159274+0,1,
94,94,,,246073124607624+1160753+0,246073124607624+1159274+0,1,
94,94,,,246071024607213+1160757+0,246071024607203+1159354+0,1,
94,94,,,246073124607631+1160757+0,246073124607621+1159354+0,1,
94,94,,,246072524607272+1160762+0,246072524607272+1159393+0,1,
94,94,,,246072424607296+1160768+0,246071524607646+1160572+0,1,
94,94,,,246071024607203+1160773+0,246071024607203+1159402+0,1,
94,94,,,246071024607204+1160773+0,246071024607204+1159402+0,1,
94,94,,,246072524607273+1160773+0,246072524607273+1159402+0,1,
94,94,,,246072524607274+1160773+0,246072524607274+1159402+0,1,
94,94,,,246073124607621+1160773+0,246073124607621+1159402+0,1,
94,94,,,246071524607226+1160777+0,246071524607226+1160609+0,1,
94,94,,,246073624607646+1160777+0,246073624607646+1160609+0,1,
94,94,,,246072524607272+1160804+0,246072524607272+1159434+0,1,
94,94,,,246072524607274+1160804+0,246072524607274+1159434+0,1,
94,94,,,246071424607635+1160805+0,246071424607635+1159435+0,1,
94,94,,,246073124607622+1160324+1,246073124607622+1158767+1,1,
94,94,,,246073124607623+1160324+1,246073124607623+1158767+1,1,
94,94,,,246073124607622+1160380+0,246073124607622+1158923+0,1,
94,94,,,246071024607201+1160503+0,246071024607201+1159180+0,1,
94,94,,,246073124607623+1160503+0,246073124607623+1159180+0,1,
94,94,,,246073124607624+1160503+0,246073124607624+1159180+0,1,
94,94,,,246071424607635+1158243+1,246071424607635+1158219+1,1,
94,94,,,246071024607202+1160645+0,246071024607202+1159245+0,1,
94,94,,,246072524607282+1160757+0,246072524607272+1159354+0,1,
94,94,,,246072524607283+1160757+0,246072524607273+1159354+0,1,
94,94,,,246071024607202+1160762+0,246071024607202+1159393+0,1,
94,94,,,246071624607587+1160767+0,246071624607587+1160573+0,1,
94,94,,,246072424607291+1160768+0,246072424607241+1160574+0,1,
94,94,,,246073124607624+1160773+0,246073124607624+1159402+0,1,
94,94,,,246071524607226+1160795+0,246071524607646+1161812+0,1,
94,94,,,246072424607296+1160795+0,246071524607646+1161812+0,1,
94,94,,,246071624607587+1160796+0,246071624607167+1161813+0,1,
94,94,,,246071624607587+1160796+0,246072324607237+1161814+0,1,
94,94,,,246071624607587+1160801+0,246071624607167+1161818+0,1,
94,94,,,246071024607202+1160804+0,246071024607202+1159434+0,1,
94,94,,,246073124607621+1160804+0,246073124607621+1159434+0,1,
94,94,,,246071024607201+1160324+1,246071024607201+1158767+1,1,
94,94,,,246073124607621+1160380+0,246073124607621+1158923+0,1,
94,94,,,246071424607635+1160381+0,246071424607635+1158924+0,1,
94,94,,,246071024607203+1160384+0,246071024607203+1158942+0,1,
94,94,,,246073124607621+1160384+0,246073124607621+1158942+0,1,
94,94,,,246072524607273+1160503+0,246072524607273+1159180+0,1,
62,62,,,246073124607621+1158196+1,246073124607621+1158202+1,1,
62,62,,,246072524607274+1158196+1,246072524607274+1158202+1,1,
62,62,,,246071024607202+1158196+1,246071024607202+1158202+1,1,
62,62,,,246073124607623+1158196+1,246073124607623+1158202+1,1,
62,62,,,246073124607622+1158196+1,246073124607622+1158202+1,1,
62,62,,,246071424607635+1158197+1,246071424607635+1158203+1,1,
62,62,,,246071024607201+1158196+1,246071024607201+1158202+1,1,
62,62,,,246071024607204+1158196+1,246071024607204+1158202+1,1,
62,62,,,246072524607272+1158196+1,246072524607272+1158202+1,1,
62,62,,,246072524607273+1158196+1,246072524607273+1158202+1,1,
62,62,,,246071024607203+1158196+1,246071024607203+1158202+1,1,
62,62,,,246073124607624+1158196+1,246073124607624+1158202+1,1,
62,62,,,246071024607202+1158585+1,246071024607202+1158139+1,1,
62,62,,,246072524607273+1158585+1,246072524607273+1158139+1,1,
62,62,,,246071024607213+1158316+1,246071024607203+1158139+1,1,
62,62,,,246071024607204+1158585+1,246071024607204+1158139+1,1,
62,62,,,246073124607622+1158585+1,246073124607622+1158139+1,1,
62,62,,,246072524607282+1158316+1,246072524607272+1158139+1,1,
62,62,,,246072524607284+1158316+1,246072524607274+1158139+1,1,
62,62,,,246073124607634+1158316+1,246073124607624+1158139+1,1,
62,62,,,246071024607212+1158316+1,246071024607202+1158139+1,1,
62,62,,,246072524607285+1158316+1,246071424607635+1158140+1,1,
62,62,,,246073124607621+1158585+1,246073124607621+1158139+1,1,
62,62,,,246073124607624+1158585+1,246073124607624+1158139+1,1,
62,62,,,246071024607214+1158316+1,246071024607204+1158139+1,1,
62,62,,,246071024607215+1158316+1,246071424607635+1158140+1,1,
62,62,,,246072524607283+1158316+1,246072524607273+1158139+1,1,
62,62,,,246071024607201+1158585+1,246071024607201+1158139+1,1,
62,62,,,246071424607635+1158586+1,246071424607635+1158140+1,1,
62,62,,,246071024607211+1158316+1,246071024607201+1158139+1,1,
62,62,,,246073124607631+1158316+1,246073124607621+1158139+1,1,
62,62,,,246073124607632+1158316+1,246073124607622+1158139+1,1,
62,62,,,246073124607635+1158316+1,246071424607635+1158140+1,1,
62,62,,,246073124607633+1158316+1,246073124607623+1158139+1,1,
62,62,,,246071024607203+1158585+1,246071024607203+1158139+1,1,
62,62,,,246072524607272+1158585+1,246072524607272+1158139+1,1,
62,62,,,246072524607274+1158585+1,246072524607274+1158139+1,1,
62,62,,,246073124607623+1158585+1,246073124607623+1158139+1,1,
112,112,,,246072524607272+1157382+0,246072524607272+1157280+0,1,
112,112,,,246072524607273+1157382+0,246072524607273+1157280+0,1,
112,112,,,246071424607635+1157383+0,246071424607635+1157281+0,1,
112,112,,,246071024607201+1157386+0,246071024607201+1157282+0,1,
112,112,,,246071024607202+1157386+0,246071024607202+1157282+0,1,
112,112,,,246072524607273+1157386+0,246072524607273+1157282+0,1,
112,112,,,246071024607203+1157382+0,246071024607203+1157280+0,1,
112,112,,,246073124607623+1157382+0,246073124607623+1157280+0,1,
112,112,,,246073124607624+1157386+0,246073124607624+1157282+0,1,
112,112,,,246073124607622+1157382+0,246073124607622+1157280+0,1,
112,112,,,246071024607203+1157386+0,246071024607203+1157282+0,1,
112,112,,,246073124607621+1157386+0,246073124607621+1157282+0,1,
112,112,,,246071024607202+1157382+0,246071024607202+1157280+0,1,
112,112,,,246072524607274+1157386+0,246072524607274+1157282+0,1,
112,112,,,246071424607635+1157387+0,246071424607635+1157283+0,1,
112,112,,,246073124607622+1157386+0,246073124607622+1157282+0,1,
112,112,,,246071024607201+1157382+0,246071024607201+1157280+0,1,
112,112,,,246071024607204+1157382+0,246071024607204+1157280+0,1,
112,112,,,246073124607624+1157382+0,246073124607624+1157280+0,1,
112,112,,,246072524607272+1157386+0,246072524607272+1157282+0,1,
112,112,,,246072524607274+1157382+0,246072524607274+1157280+0,1,
112,112,,,246071024607204+1157386+0,246071024607204+1157282+0,1,
112,112,,,246073124607621+1157382+0,246073124607621+1157280+0,1,
112,112,,,246073124607623+1157386+0,246073124607623+1157282+0,1,
124,124,,,246073124607621+1157518+0,246073124607621+1157306+0,1,
124,124,,,246071024607204+1157527+0,246071024607204+1157318+1,1,
124,124,,,246072524607273+1157527+0,246072524607273+1157318+1,1,
124,124,,,246071024607203+1157537+1,246071024607203+1157332+1,1,
124,124,,,246071024607204+1157537+1,246071024607204+1157332+1,1,
124,124,,,246071024607203+1157571+1,246071024607203+1157376+1,1,
124,124,,,246071024607204+1157583+1,246071024607204+1157382+0,1,
124,124,,,246072524607272+1157589+0,246072524607272+1157386+0,1,
124,124,,,246072524607273+1157589+0,246072524607273+1157386+0,1,
124,124,,,246072524607274+1157589+0,246072524607274+1157386+0,1,
124,124,,,246073124607623+1157589+0,246073124607623+1157386+0,1,
124,124,,,246071024607201+1157595+0,246071024607201+1157392+0,1,
124,124,,,246073124607623+1157601+0,246073124607623+1157394+0,1,
124,124,,,246073124607624+1157601+0,246073124607624+1157394+0,1,
124,124,,,246071024607202+1157607+0,246071024607202+1157400+0,1,
124,124,,,246071024607202+1157611+0,246071024607202+1157402+0,1,
124,124,,,246072524607274+1157611+0,246072524607274+1157402+0,1,
124,124,,,246071424607635+1157612+0,246071424607635+1157403+0,1,
124,124,,,246071024607201+1157617+0,246071024607201+1157408+0,1,
124,124,,,246071024607203+1157617+0,246071024607203+1157408+0,1,
124,124,,,246071024607204+1157617+0,246071024607204+1157408+0,1,
124,124,,,246072524607273+1157617+0,246072524607273+1157408+0,1,
124,124,,,246073124607621+1157617+0,246073124607621+1157408+0,1,
124,124,,,246072524607273+1157620+0,246072524607273+1157412+0,1,
124,124,,,246071424607635+1157625+0,246071424607635+1157417+0,1,
124,124,,,246072524607273+1157626+0,246072524607273+1157418+0,1,
124,124,,,246072524607274+1157626+0,246072524607274+1157418+0,1,
124,124,,,246073124607623+1157626+0,246073124607623+1157418+0,1,
124,124,,,246072524607274+1157628+0,246072524607274+1157420+0,1,
124,124,,,246072524607273+1157631+0,246072524607273+1157424+0,1,
124,124,,,246072524607273+1157635+0,246072524607273+1157428+0,1,
124,124,,,246071024607204+1157638+0,246071024607204+1157430+0,1,
124,124,,,246072524607273+1157638+0,246072524607273+1157430+0,1,
124,124,,,246072524607274+1157638+0,246072524607274+1157430+0,1,
124,124,,,246072524607274+1157642+0,246072524607274+1157434+0,1,
124,124,,,246071024607201+1157650+0,246071024607201+1157438+0,1,
124,124,,,246071024607202+1157650+0,246071024607202+1157438+0,1,
124,124,,,246071024607201+1157652+0,246071024607201+1157440+0,1,
124,124,,,246073124607621+1157652+0,246073124607621+1157440+0,1,
124,124,,,246073124607624+1157652+0,246073124607624+1157440+0,1,
124,124,,,246071024607202+1157656+0,246071024607202+1157444+0,1,
124,124,,,246071024607204+1157656+0,246071024607204+1157444+0,1,
124,124,,,246071424607635+1157657+0,246071424607635+1157445+0,1,
124,124,,,246073124607622+1157662+0,246073124607622+1157452+0,1,
124,124,,,246071024607201+1157668+0,246071024607201+1157460+0,1,
124,124,,,246072524607273+1157668+0,246072524607273+1157460+0,1,
124,124,,,246073124607621+1157668+0,246073124607621+1157460+0,1,
124,124,,,246073124607622+1157668+0,246073124607622+1157460+0,1,
124,124,,,246073124607623+1157668+0,246073124607623+1157460+0,1,
124,124,,,246071424607635+1157669+0,246071424607635+1157461+0,1,
124,124,,,246073124607624+1157674+0,246073124607624+1157468+0,1,
124,124,,,246071424607635+1157677+0,246071424607635+1157471+0,1,
124,124,,,246071024607215+1157684+1,246071424607635+1157503+1,1,
124,124,,,246072524607284+1157684+1,246072524607274+1157502+1,1,
124,124,,,246073124607633+1157684+1,246073124607623+1157502+1,1,
124,124,,,246072324607237+1163199+0,246072324607237+1161646+0,1,
124,124,,,246074424607447+1163205+0,246073024607587+1161645+0,1,
124,124,,,246075124607587+1163220+0,246075124607587+1162274+0,1,
124,124,,,246071524607226+1163053+0,246071524607646+1158617+0,1,
124,124,,,246073724607377+1163059+0,246073024607587+1158621+0,1,
124,124,,,246071524607226+1163070+0,246071524607646+1158664+0,1,
124,124,,,246071624607167+1163071+0,246071624607167+1158665+0,1,
124,124,,,246072324607237+1163072+0,246072324607237+1158666+0,1,
124,124,,,246072424607241+1163073+0,246072424607241+1158667+0,1,
124,124,,,246071524607226+1163088+0,246071524607366+1162054+0,1,
124,124,,,246071624607167+1163089+0,246071624607167+1162055+0,1,
124,124,,,246072424607241+1163091+0,246072424607241+1162057+0,1,
124,124,,,246071524607226+1163098+0,246071524607366+1162104+0,1,
124,124,,,246071624607167+1163099+0,246071624607167+1162105+0,1,
124,124,,,246072924607296+1163102+0,246071524607366+1162104+0,1,
124,124,,,246073624607366+1163107+0,246071524607646+1158726+0,1,
124,124,,,246073024607307+1163112+0,246073024607587+1158730+0,1,
124,124,,,246073624607366+1163125+0,246073624607366+1162977+0,1,
124,124,,,246073024607307+1163130+0,246073024607307+1162982+0,1,
124,124,,,246071524607226+1163171+0,246071524607366+1162214+0,1,
124,124,,,246074324607436+1163178+0,246074324607436+1162220+0,1,
124,124,,,246074424607447+1163179+0,246074424607447+1162221+0,1,
124,124,,,246071624607167+1162416+0,246071624607167+1162131+0,1,
124,124,,,246071624607167+1162459+0,246071624607167+1158763+0,1,
124,124,,,246073724607377+1162538+0,246073024607587+1158825+0,1,
124,124,,,246072424607241+1162545+0,246072424607241+1163025+0,1,
124,124,,,246074324607436+1162548+0,246074324607436+1163029+0,1,
124,124,,,246072424607241+1162345+0,246072424607241+1162049+0,1,
124,124,,,246075024607646+1162350+0,246075024607646+1162046+0,1,
124,124,,,246072324607237+1162363+0,246072324607237+1162073+0,1,
124,124,,,246073024607307+1162365+0,246073024607307+1162075+0,1,
124,124,,,246073024607587+1161373+0,246073024607587+1162278+0,1,
124,124,,,246071524607646+1158978+0,246071524607646+1158648+0,1,
124,124,,,246073024607587+1159116+0,246071624607587+1158784+0,1,
124,124,,,246071624607587+1159188+0,246071624607167+1158871+0,1,
124,124,,,246071524607646+1159222+0,246071524607646+1158904+0,1,
124,124,,,246073124607622+1157518+0,246073124607622+1157306+0,1,
124,124,,,246073124607623+1157518+0,246073124607623+1157306+0,1,
124,124,,,246071424607635+1157519+0,246071424607635+1157307+0,1,
124,124,,,246071024607203+1157527+0,246071024607203+1157318+1,1,
124,124,,,246072524607272+1157527+0,246072524607272+1157318+1,1,
124,124,,,246071424607635+1157528+0,246071424607635+1157319+1,1,
124,124,,,246073124607622+1157537+1,246073124607622+1157332+1,1,
124,124,,,246073124607623+1157537+1,246073124607623+1157332+1,1,
124,124,,,246073124607624+1157537+1,246073124607624+1157332+1,1,
124,124,,,246071424607635+1157546+1,246071424607635+1157353+1,1,
124,124,,,246072524607272+1157571+1,246072524607272+1157376+1,1,
124,124,,,246073124607621+1157571+1,246073124607621+1157376+1,1,
124,124,,,246073124607624+1157571+1,246073124607624+1157376+1,1,
124,124,,,246072524607272+1157583+1,246072524607272+1157382+0,1,
124,124,,,246071024607204+1157589+0,246071024607204+1157386+0,1,
124,124,,,246073124607622+1157589+0,246073124607622+1157386+0,1,
124,124,,,246073124607623+1157595+0,246073124607623+1157392+0,1,
124,124,,,246071024607203+1157601+0,246071024607203+1157394+0,1,
124,124,,,246071424607635+1157602+0,246071424607635+1157395+0,1,
124,124,,,246072524607272+1157603+0,246072524607272+1157396+0,1,
124,124,,,246073124607621+1157607+0,246073124607621+1157400+0,1,
124,124,,,246073124607623+1157607+0,246073124607623+1157400+0,1,
124,124,,,246073124607624+1157607+0,246073124607624+1157400+0,1,
124,124,,,246071424607635+1157608+0,246071424607635+1157401+0,1,
124,124,,,246073124607624+1157611+0,246073124607624+1157402+0,1,
124,124,,,246071024607202+1157615+0,246071024607202+1157404+0,1,
124,124,,,246072524607272+1157615+0,246072524607272+1157404+0,1,
124,124,,,246072524607273+1157615+0,246072524607273+1157404+0,1,
124,124,,,246073124607621+1157615+0,246073124607621+1157404+0,1,
124,124,,,246071024607202+1157620+0,246071024607202+1157412+0,1,
124,124,,,246072524607272+1157620+0,246072524607272+1157412+0,1,
124,124,,,246073124607621+1157620+0,246073124607621+1157412+0,1,
124,124,,,246073124607622+1157620+0,246073124607622+1157412+0,1,
124,124,,,246073124607621+1157624+0,246073124607621+1157416+0,1,
124,124,,,246073124607623+1157624+0,246073124607623+1157416+0,1,
124,124,,,246071024607203+1157626+0,246071024607203+1157418+0,1,
124,124,,,246073124607622+1157626+0,246073124607622+1157418+0,1,
124,124,,,246072524607273+1157628+0,246072524607273+1157420+0,1,
124,124,,,246073124607621+1157628+0,246073124607621+1157420+0,1,
124,124,,,246073124607624+1157628+0,246073124607624+1157420+0,1,
124,124,,,246073124607622+1157631+0,246073124607622+1157424+0,1,
124,124,,,246071024607202+1157635+0,246071024607202+1157428+0,1,
124,124,,,246073124607622+1157635+0,246073124607622+1157428+0,1,
124,124,,,246073124607623+1157635+0,246073124607623+1157428+0,1,
124,124,,,246071024607202+1157638+0,246071024607202+1157430+0,1,
124,124,,,246071024607203+1157638+0,246071024607203+1157430+0,1,
124,124,,,246073124607622+1157638+0,246073124607622+1157430+0,1,
124,124,,,246071424607635+1157639+0,246071424607635+1157431+0,1,
124,124,,,246072524607272+1157642+0,246072524607272+1157434+0,1,
124,124,,,246072524607274+1157650+0,246072524607274+1157438+0,1,
124,124,,,246072524607272+1157652+0,246072524607272+1157440+0,1,
124,124,,,246071424607635+1157653+0,246071424607635+1157441+0,1,
124,124,,,246071024607203+1157668+0,246071024607203+1157460+0,1,
124,124,,,246071024607203+1157674+0,246071024607203+1157468+0,1,
124,124,,,246073124607621+1157674+0,246073124607621+1157468+0,1,
124,124,,,246072524607273+1157682+0,246072724607274+1157475+0,1,
124,124,,,246071024607213+1157684+1,246071024607203+1157502+1,1,
124,124,,,246075024607646+1163214+0,246075024607646+1162269+0,1,
124,124,,,246072424607241+1163056+0,246072424607241+1158620+0,1,
124,124,,,246073024607307+1163075+0,246073024607587+1158665+0,1,
124,124,,,246073724607377+1163076+0,246073024607587+1158665+0,1,
124,124,,,246075124607587+1163076+0,246073024607587+1158665+0,1,
124,124,,,246075124607587+1163095+0,246075124607587+1162059+0,1,
124,124,,,246072424607241+1163101+0,246072424607241+1162107+0,1,
124,124,,,246075024607646+1163107+0,246071524607646+1158726+0,1,
124,124,,,246071624607167+1163108+0,246071624607167+1158727+0,1,
124,124,,,246072324607237+1163109+0,246072324607237+1158728+0,1,
124,124,,,246075024607646+1163125+0,246075024607646+1162977+0,1,
124,124,,,246072424607241+1163128+0,246072424607241+1162980+0,1,
124,124,,,246074324607436+1163169+0,246071524607646+1158801+0,1,
124,124,,,246072424607241+1163174+0,246072424607241+1162217+0,1,
124,124,,,246073724607377+1162420+0,246073724607377+1162131+0,1,
124,124,,,246074324607436+1162421+0,246074324607436+1162135+0,1,
124,124,,,246071524607366+1162458+0,246071524607646+1158762+0,1,
124,124,,,246075124607587+1162463+0,246073024607587+1158766+0,1,
124,124,,,246071524607366+1162533+0,246071524607646+1158821+0,1,
124,124,,,246072424607241+1162536+0,246072424607241+1158824+0,1,
124,124,,,246074324607436+1162539+0,246071524607646+1158821+0,1,
124,124,,,246071524607366+1162542+0,246071524607226+1163022+0,1,
124,124,,,246071524607366+1162308+0,246072924607296+1162928+0,1,
124,124,,,246072324607237+1162310+0,246072324607237+1162926+0,1,
124,124,,,246073024607307+1162346+0,246073024607307+1162050+0,1,
124,124,,,246072424607241+1162364+0,246072424607241+1162074+0,1,
124,124,,,246073724607377+1162366+0,246073724607377+1162072+0,1,
124,124,,,246072424607241+1162373+0,246072424607241+1162090+0,1,
124,124,,,246073724607377+1162376+0,246073724607377+1162092+0,1,
124,124,,,246071524607646+1161663+0,246071524607646+1158638+0,1,
124,124,,,246071524607646+1159106+0,246075024607646+1162189+0,1,
124,124,,,246071624607587+1159107+0,246074424607447+1162195+0,1,
124,124,,,246071624607587+1159188+0,246073024607587+1158874+0,1,
124,124,,,246072424607241+1159189+0,246072424607241+1158873+0,1,
124,124,,,246072524607272+1157518+0,246072524607272+1157306+0,1,
124,124,,,246072524607274+1157518+0,246072524607274+1157306+0,1,
124,124,,,246071024607201+1157527+0,246071024607201+1157318+1,1,
124,124,,,246072524607272+1157537+1,246072524607272+1157332+1,1,
124,124,,,246072524607273+1157537+1,246072524607273+1157332+1,1,
124,124,,,246071424607635+1157538+1,246071424607635+1157333+1,1,
124,124,,,246071024607201+1157545+1,246071024607201+1157352+1,1,
124,124,,,246072524607273+1157545+1,246072524607273+1157352+1,1,
124,124,,,246073124607623+1157545+1,246073124607623+1157352+1,1,
124,124,,,246071024607204+1157571+1,246071024607204+1157376+1,1,
124,124,,,246071024607201+1157583+1,246071024607201+1157382+0,1,
124,124,,,246071024607202+1157583+1,246071024607202+1157382+0,1,
124,124,,,246073124607624+1157583+1,246073124607624+1157382+0,1,
124,124,,,246071024607203+1157589+0,246071024607203+1157386+0,1,
124,124,,,246071024607203+1157595+0,246071024607203+1157392+0,1,
124,124,,,246071424607635+1157596+0,246071424607635+1157393+0,1,
124,124,,,246071024607201+1157601+0,246071024607201+1157394+0,1,
124,124,,,246071024607204+1157601+0,246071024607204+1157394+0,1,
124,124,,,246072524607272+1157601+0,246072524607272+1157394+0,1,
124,124,,,246073124607622+1157601+0,246073124607622+1157394+0,1,
124,124,,,246071024607202+1157603+0,246071024607202+1157396+0,1,
124,124,,,246073124607621+1157603+0,246073124607621+1157396+0,1,
124,124,,,246073124607623+1157603+0,246073124607623+1157396+0,1,
124,124,,,246072524607273+1157607+0,246072524607273+1157400+0,1,
124,124,,,246073124607622+1157615+0,246073124607622+1157404+0,1,
124,124,,,246071024607202+1157617+0,246071024607202+1157408+0,1,
124,124,,,246072524607272+1157617+0,246072524607272+1157408+0,1,
124,124,,,246073124607624+1157624+0,246073124607624+1157416+0,1,
124,124,,,246071024607204+1157626+0,246071024607204+1157418+0,1,
124,124,,,246071024607204+1157628+0,246071024607204+1157420+0,1,
124,124,,,246073124607623+1157631+0,246073124607623+1157424+0,1,
124,124,,,246071424607635+1157632+0,246071424607635+1157425+0,1,
124,124,,,246073124607624+1157635+0,246073124607624+1157428+0,1,
124,124,,,246071024607202+1157642+0,246071024607202+1157434+0,1,
124,124,,,246071024607204+1157642+0,246071024607204+1157434+0,1,
124,124,,,246073124607621+1157650+0,246073124607621+1157438+0,1,
124,124,,,246071024607204+1157652+0,246071024607204+1157440+0,1,
124,124,,,246072524607273+1157652+0,246072524607273+1157440+0,1,
124,124,,,246072524607274+1157652+0,246072524607274+1157440+0,1,
124,124,,,246073124607622+1157652+0,246073124607622+1157440+0,1,
124,124,,,246073124607623+1157652+0,246073124607623+1157440+0,1,
124,124,,,246072524607273+1157662+0,246072524607273+1157452+0,1,
124,124,,,246072524607274+1157662+0,246072524607274+1157452+0,1,
124,124,,,246073124607624+1157662+0,246073124607624+1157452+0,1,
124,124,,,246073124607624+1157668+0,246073124607624+1157460+0,1,
124,124,,,246071024607202+1157676+0,246071024607202+1157470+0,1,
124,124,,,246072524607272+1157676+0,246072524607272+1157470+0,1,
124,124,,,246073124607621+1157676+0,246073124607621+1157470+0,1,
124,124,,,246071024607202+1157682+0,246071124607203+1157475+0,1,
124,124,,,246073124607623+1157682+0,246073224607624+1157475+0,1,
124,124,,,246072524607283+1157684+1,246072524607273+1157502+1,1,
124,124,,,246072524607285+1157684+1,246071424607635+1157503+1,1,
124,124,,,246073124607635+1157684+1,246071424607635+1157503+1,1,
124,124,,,246073624607366+1163197+0,246071524607646+1161644+0,1,
124,124,,,246072424607241+1163200+0,246072424607241+1161647+0,1,
124,124,,,246072924607296+1163057+0,246071524607646+1158617+0,1,
124,124,,,246075124607587+1163059+0,246073024607587+1158621+0,1,
124,124,,,246075024607646+1163094+0,246075024607646+1162054+0,1,
124,124,,,246074424607447+1163097+0,246074424607447+1162061+0,1,
124,124,,,246073024607307+1163103+0,246073024607307+1162108+0,1,
124,124,,,246073724607377+1163113+0,246073024607587+1158730+0,1,
124,124,,,246072924607296+1163129+0,246072924607296+1162981+0,1,
124,124,,,246074324607436+1163132+0,246074324607436+1162984+0,1,
124,124,,,246074424607447+1163133+0,246074424607447+1162985+0,1,
124,124,,,246073724607377+1163149+0,246073724607377+1163010+0,1,
124,124,,,246074424607447+1163151+0,246074424607447+1163012+0,1,
124,124,,,246073624607366+1163162+0,246071524607646+1158801+0,1,
124,124,,,246072924607296+1163175+0,246071524607366+1162214+0,1,
124,124,,,246072424607241+1162461+0,246072424607241+1158765+0,1,
124,124,,,246073024607307+1162462+0,246073024607587+1158766+0,1,
124,124,,,246071624607167+1162534+0,246071624607167+1158822+0,1,
124,124,,,246075124607587+1162538+0,246073024607587+1158825+0,1,
124,124,,,246072324607237+1162544+0,246072324607237+1163024+0,1,
124,124,,,246073724607377+1162347+0,246073724607377+1162051+0,1,
124,124,,,246071524607366+1162361+0,246071524607366+1162071+0,1,
124,124,,,246072324607237+1162372+0,246072324607237+1162089+0,1,
124,124,,,246074424607447+1162378+0,246074424607447+1162094+0,1,
124,124,,,246071524607366+1162415+0,246071524607366+1162130+0,1,
124,124,,,246071524607646+1161369+0,246071524607366+1162277+0,1,
124,124,,,246071624607167+1161664+0,246071624607167+1158639+0,1,
124,124,,,246073024607587+1161667+0,246073024607587+1158642+0,1,
124,124,,,246073024607587+1159226+0,246073024607587+1158908+0,1,
124,124,,,246072524607273+1157518+0,246072524607273+1157306+0,1,
124,124,,,246073124607624+1157518+0,246073124607624+1157306+0,1,
124,124,,,246073124607621+1157527+0,246073124607621+1157318+1,1,
124,124,,,246071024607202+1157537+1,246071024607202+1157332+1,1,
124,124,,,246071024607203+1157545+1,246071024607203+1157352+1,1,
124,124,,,246073124607624+1157545+1,246073124607624+1157352+1,1,
124,124,,,246073124607623+1157571+1,246073124607623+1157376+1,1,
124,124,,,246071424607635+1157572+1,246071424607635+1157377+1,1,
